0, 175, 249, 254
1, 173, 249, 260
2, 173, 250, 262
3, 173, 250, 270
4, 173, 250, 267
5, 173, 250, 266
6, 172, 250, 265
7, 172, 250, 263
8, 172, 250, 260
9, 172, 250, 265
10, 172, 250, 264
11, 171, 250, 263
12, 172, 250, 257
13, 171, 250, 258
14, 171, 250, 250
15, 171, 250, 255
16, 171, 250, 253
17, 170, 250, 255
18, 170, 250, 259
19, 170, 250, 257
20, 170, 251, 252
21, 169, 251, 256
22, 170, 251, 253
23, 170, 251, 254
24, 169, 251, 254
25, 169, 251, 253
26, 169, 251, 251
27, 169, 251, 253
28, 169, 251, 251
29, 169, 251, 252
30, 168, 251, 254
31, 168, 251, 252
32, 168, 251, 255
33, 168, 251, 258
34, 167, 251, 257
35, 167, 251, 258
36, 167, 251, 255
37, 167, 251, 258
38, 167, 251, 260
39, 166, 252, 251
40, 166, 251, 258
41, 165, 251, 260
42, 166, 252, 261
43, 166, 251, 254
44, 166, 252, 254
45, 165, 252, 254
46, 164, 251, 250
47, 164, 251, 254
48, 165, 252, 254
49, 164, 251, 258
50, 163, 251, 254
51, 163, 251, 257
52, 162, 252, 257
53, 162, 252, 258
54, 161, 252, 261
55, 162, 252, 257
56, 162, 251, 258
57, 161, 252, 260
58, 161, 251, 260
59, 161, 251, 262
60, 160, 251, 265
61, 160, 251, 264
62, 160, 251, 265
63, 160, 251, 264
64, 160, 251, 264
65, 159, 251, 266
66, 159, 251, 267
67, 159, 251, 266
68, 159, 251, 263
69, 159, 251, 264
70, 159, 251, 262
71, 159, 251, 256
72, 159, 251, 257
73, 159, 251, 255
74, 158, 251, 250
75, 158, 251, 252
76, 158, 251, 257
77, 158, 251, 258
78, 157, 251, 257
79, 157, 251, 259
80, 157, 252, 262
81, 157, 251, 254
82, 156, 251, 260
83, 156, 251, 257
84, 155, 251, 257
85, 157, 252, 256
86, 154, 252, 261
87, 155, 252, 259
88, 154, 251, 260
89, 154, 252, 261
90, 154, 252, 264
91, 153, 252, 264
92, 153, 252, 264
93, 152, 252, 264
94, 152, 252, 267
95, 152, 252, 266
96, 152, 252, 262
97, 151, 252, 263
98, 151, 252, 268
99, 151, 252, 266
100, 150, 252, 266
101, 150, 252, 264
102, 150, 252, 268
103, 150, 252, 268
104, 150, 252, 267
105, 149, 252, 266
106, 149, 252, 263
107, 148, 252, 268
108, 148, 252, 268
109, 148, 253, 261
110, 148, 253, 266
111, 148, 253, 263
112, 148, 253, 263
113, 147, 253, 264
114, 147, 253, 270
115, 147, 253, 268
116, 147, 253, 266
117, 147, 253, 265
118, 146, 253, 265
119, 146, 253, 259
120, 145, 253, 259
121, 145, 253, 263
122, 145, 253, 262
123, 145, 253, 261
124, 145, 253, 258
125, 145, 253, 259
126, 145, 253, 256
127, 144, 253, 257
128, 144, 253, 257
129, 144, 252, 262
130, 144, 253, 257
131, 143, 252, 260
132, 143, 252, 261
133, 142, 252, 262
134, 142, 252, 258
135, 143, 252, 260
136, 142, 252, 262
