0, 779, 1127, 5461
1, 778, 1127, 5487
2, 778, 1127, 5436
3, 778, 1126, 5482
4, 776, 1127, 5465
5, 777, 1127, 5501
6, 776, 1127, 5533
7, 775, 1127, 5442
8, 775, 1127, 5453
9, 774, 1127, 5533
10, 774, 1127, 5493
11, 770, 1127, 5512
12, 771, 1127, 5455
13, 771, 1127, 5475
14, 769, 1127, 5545
15, 768, 1127, 5447
16, 770, 1127, 5437
17, 766, 1128, 5426
18, 767, 1128, 5418
19, 764, 1128, 5437
20, 763, 1128, 5419
21, 764, 1129, 5391
22, 764, 1129, 5380
23, 762, 1129, 5382
24, 761, 1129, 5390
25, 761, 1129, 5390
26, 760, 1130, 5337
27, 760, 1130, 5404
28, 759, 1130, 5380
29, 758, 1131, 5383
30, 755, 1131, 5379
31, 753, 1131, 5405
32, 753, 1130, 5430
33, 755, 1131, 5376
34, 752, 1130, 5406
35, 749, 1132, 5343
36, 749, 1131, 5392
37, 749, 1132, 5371
38, 746, 1132, 5386
39, 748, 1131, 5350
40, 744, 1131, 5446
41, 742, 1131, 5448
42, 745, 1131, 5399
43, 746, 1132, 5377
44, 742, 1131, 5399
45, 743, 1132, 5381
46, 742, 1132, 5394
47, 738, 1131, 5389
48, 739, 1132, 5362
49, 735, 1132, 5461
50, 733, 1132, 5603
51, 732, 1132, 5631
52, 730, 1133, 5606
53, 730, 1133, 5587
54, 726, 1133, 5647
55, 726, 1133, 5517
56, 725, 1133, 5547
57, 723, 1133, 5555
58, 725, 1133, 5494
59, 723, 1133, 5541
60, 721, 1133, 5621
61, 722, 1133, 5651
62, 719, 1133, 5580
63, 717, 1133, 5566
64, 715, 1133, 5558
65, 716, 1133, 5678
66, 713, 1133, 5636
67, 714, 1133, 5568
68, 714, 1133, 5593
69, 712, 1133, 5536
70, 713, 1133, 5455
71, 712, 1133, 5471
72, 709, 1134, 5478
73, 712, 1133, 5481
74, 707, 1134, 5489
75, 707, 1133, 5456
76, 708, 1134, 5499
77, 708, 1133, 5458
78, 706, 1134, 5488
79, 705, 1134, 5466
80, 700, 1134, 5485
81, 700, 1134, 5512
82, 697, 1134, 5547
83, 697, 1133, 5572
