0, 390, 563, 1318
1, 390, 561, 1167
2, 390, 561, 1166
3, 390, 561, 1167
4, 390, 561, 1160
5, 390, 561, 1165
6, 390, 561, 1145
7, 390, 561, 1152
8, 390, 561, 1136
9, 390, 561, 1129
10, 390, 561, 1150
11, 390, 561, 1148
12, 390, 561, 1148
13, 390, 561, 1142
14, 390, 562, 1144
15, 390, 561, 1132
16, 390, 562, 1123
17, 390, 561, 1126
18, 390, 561, 1117
19, 390, 562, 1119
20, 390, 562, 1113
21, 390, 562, 1103
22, 390, 563, 1110
23, 390, 563, 1099
24, 390, 563, 1098
25, 390, 563, 1110
26, 390, 563, 1093
27, 390, 563, 1100
28, 390, 563, 1095
29, 390, 564, 1090
30, 390, 564, 1084
31, 390, 564, 1083
32, 390, 564, 1088
33, 389, 564, 1069
34, 389, 565, 1087
35, 388, 565, 1068
36, 388, 565, 1096
37, 387, 565, 1084
38, 387, 566, 1081
39, 386, 565, 1076
40, 385, 566, 1096
41, 385, 566, 1102
42, 384, 566, 1097
43, 384, 566, 1107
44, 383, 566, 1102
45, 382, 566, 1105
46, 382, 566, 1118
47, 382, 566, 1122
48, 381, 566, 1105
49, 381, 566, 1126
50, 380, 566, 1117
51, 380, 566, 1134
52, 379, 566, 1119
53, 378, 567, 1119
54, 378, 566, 1130
55, 377, 566, 1120
56, 377, 566, 1130
57, 377, 567, 1118
58, 377, 566, 1122
59, 376, 567, 1119
60, 376, 567, 1129
61, 376, 566, 1122
62, 375, 567, 1109
63, 374, 567, 1122
64, 373, 567, 1137
65, 373, 566, 1139
66, 372, 567, 1140
67, 372, 567, 1137
68, 372, 567, 1130
69, 371, 567, 1126
70, 370, 567, 1126
71, 370, 567, 1134
72, 370, 567, 1119
73, 369, 567, 1114
74, 368, 567, 1111
75, 367, 567, 1123
76, 367, 567, 1136
77, 367, 567, 1127
78, 366, 567, 1113
79, 365, 567, 1115
80, 364, 567, 1122
81, 364, 567, 1129
82, 364, 567, 1128
83, 363, 567, 1122
84, 363, 567, 1119
85, 363, 566, 1119
86, 362, 566, 1108
87, 362, 566, 1115
88, 361, 566, 1119
89, 360, 566, 1112
90, 360, 566, 1128
91, 358, 566, 1104
92, 357, 566, 1121
93, 357, 566, 1122
94, 356, 566, 1117
95, 356, 566, 1131
96, 355, 567, 1109
97, 354, 567, 1108
98, 354, 567, 1112
99, 354, 567, 1106
100, 353, 567, 1091
101, 352, 567, 1095
102, 351, 567, 1110
103, 350, 567, 1120
104, 350, 567, 1126
105, 350, 567, 1110
106, 349, 567, 1102
107, 348, 567, 1113
108, 347, 567, 1114
109, 347, 567, 1109
110, 347, 567, 1110
111, 346, 567, 1098
112, 345, 567, 1101
113, 345, 568, 1117
114, 345, 567, 1102
115, 344, 568, 1092
116, 343, 568, 1097
117, 342, 568, 1105
118, 341, 568, 1110
119, 340, 569, 1112
120, 339, 569, 1111
121, 338, 568, 1119
122, 338, 569, 1128
123, 337, 569, 1120
124, 337, 569, 1135
125, 337, 569, 1140
126, 336, 569, 1129
127, 335, 569, 1133
128, 334, 569, 1140
129, 333, 569, 1150
130, 333, 569, 1150
131, 333, 569, 1152
132, 332, 569, 1144
133, 331, 569, 1148
134, 331, 569, 1151
135, 331, 569, 1152
136, 330, 568, 1140
137, 330, 568, 1150
138, 329, 568, 1153
139, 329, 568, 1148
140, 329, 568, 1137
141, 329, 568, 1128
142, 328, 568, 1125
143, 328, 568, 1140
144, 328, 569, 1127
145, 327, 569, 1132
146, 327, 569, 1145
147, 326, 569, 1122
148, 325, 569, 1137
149, 324, 569, 1145
150, 324, 569, 1149
151, 324, 569, 1149
152, 323, 569, 1128
153, 322, 569, 1125
154, 321, 569, 1135
155, 321, 569, 1152
156, 320, 569, 1143
157, 319, 569, 1146
158, 318, 569, 1151
159, 317, 569, 1161
160, 317, 569, 1165
161, 316, 569, 1159
162, 316, 569, 1163
163, 315, 569, 1149
164, 314, 569, 1152
165, 313, 569, 1143
166, 312, 569, 1160
167, 311, 569, 1154
168, 311, 569, 1160
169, 310, 569, 1147
170, 310, 569, 1157
171, 309, 569, 1151
172, 309, 569, 1154
173, 309, 569, 1137
174, 308, 570, 1136
175, 307, 570, 1135
176, 306, 570, 1135
177, 305, 570, 1145
178, 304, 570, 1148
179, 304, 570, 1151
180, 304, 570, 1151
181, 303, 569, 1127
182, 302, 570, 1127
183, 301, 570, 1134
184, 301, 569, 1146
185, 300, 570, 1135
186, 299, 569, 1138
187, 298, 570, 1152
188, 298, 570, 1160
189, 297, 570, 1137
190, 296, 570, 1154
191, 296, 570, 1161
192, 295, 570, 1156
193, 294, 570, 1165
194, 294, 570, 1174
195, 293, 570, 1165
196, 292, 570, 1173
197, 292, 571, 1182
198, 292, 571, 1171
199, 316, 570, 521
200, -1, -1, -1
201, 519, 573, 685
202, 563, 586, 25
203, -1, -1, -1
204, 722, 580, 1341
205, 722, 580, 1219
206, 722, 580, 1216
207, 722, 580, 1224
208, 722, 580, 1227
209, 722, 581, 1225
210, 722, 580, 1227
211, 722, 581, 1226
212, 722, 581, 1228
213, 722, 581, 1221
214, 722, 581, 1209
215, 722, 580, 1206
216, 722, 580, 1206
217, 722, 580, 1182
218, 721, 580, 1168
219, 720, 580, 1177
220, 720, 580, 1182
221, 719, 580, 1170
222, 718, 580, 1160
223, 717, 580, 1175
224, 717, 580, 1169
225, 716, 580, 1159
226, 715, 580, 1169
227, 714, 580, 1164
228, 714, 580, 1172
229, 713, 580, 1140
230, 712, 580, 1148
231, 711, 580, 1160
232, 711, 580, 1160
233, 710, 580, 1156
234, 709, 580, 1163
235, 708, 580, 1166
236, 708, 580, 1164
237, 707, 580, 1157
238, 706, 580, 1163
239, 705, 580, 1170
240, 705, 580, 1178
241, 703, 580, 1151
242, 703, 580, 1183
243, 702, 580, 1178
244, 702, 580, 1182
245, 701, 580, 1171
246, 701, 580, 1184
247, 700, 580, 1172
248, 699, 580, 1183
249, 698, 580, 1167
250, 697, 580, 1166
251, 696, 580, 1177
252, 695, 581, 1181
253, 694, 581, 1174
254, 693, 581, 1185
255, 692, 581, 1188
256, 691, 581, 1194
257, 690, 580, 1177
258, 690, 581, 1190
259, 689, 580, 1181
260, 689, 580, 1183
261, 689, 580, 1185
262, 688, 580, 1177
263, 688, 580, 1185
264, 687, 580, 1183
265, 687, 580, 1171
266, 686, 581, 1163
267, 685, 581, 1164
268, 684, 581, 1160
269, 684, 581, 1163
270, 683, 581, 1157
271, 682, 581, 1159
272, 682, 581, 1166
273, 681, 581, 1166
274, 680, 581, 1168
275, 679, 581, 1165
276, 678, 581, 1173
277, 678, 581, 1181
278, 677, 582, 1147
279, 676, 582, 1166
280, 675, 581, 1169
281, 675, 582, 1160
282, 674, 581, 1156
283, 673, 582, 1166
284, 672, 582, 1156
285, 671, 583, 1167
286, 670, 583, 1166
287, 669, 583, 1179
288, 669, 584, 1178
289, 668, 584, 1158
290, 667, 584, 1169
291, 666, 584, 1177
292, 665, 585, 1171
293, 665, 585, 1184
294, 665, 585, 1177
295, 664, 585, 1174
296, 663, 585, 1169
297, 662, 585, 1165
298, 662, 585, 1168
299, 662, 585, 1174
300, 662, 585, 1159
301, 661, 585, 1153
302, 661, 585, 1165
303, 660, 585, 1165
304, 660, 585, 1168
305, 659, 585, 1164
306, 658, 585, 1166
307, 658, 585, 1160
308, 658, 585, 1168
309, 658, 585, 1164
310, 657, 585, 1152
311, 656, 585, 1161
312, 656, 585, 1170
313, 655, 585, 1155
314, 655, 585, 1155
315, 655, 585, 1143
316, 654, 586, 1136
317, 653, 586, 1135
318, 653, 585, 1128
319, 652, 586, 1132
320, 652, 586, 1146
321, 652, 586, 1145
322, 651, 585, 1119
323, 650, 585, 1124
324, 650, 585, 1133
325, 649, 585, 1149
326, 648, 586, 1150
327, 648, 586, 1165
328, 647, 585, 1144
329, 647, 585, 1153
330, 646, 586, 1149
331, 645, 585, 1155
332, 644, 585, 1157
333, 644, 585, 1157
334, 644, 585, 1158
335, 643, 586, 1146
336, 642, 585, 1139
337, 641, 585, 1145
338, 641, 585, 1151
339, 640, 586, 1153
340, 640, 585, 1152
341, 639, 586, 1139
342, 638, 586, 1149
343, 638, 586, 1158
344, 637, 586, 1136
345, 636, 586, 1160
346, 635, 586, 1159
347, 635, 586, 1166
348, 634, 586, 1158
349, 634, 586, 1163
350, 634, 586, 1168
351, 633, 586, 1142
352, 633, 586, 1147
353, 632, 586, 1139
354, 632, 586, 1140
355, 631, 586, 1132
356, 630, 586, 1132
357, 629, 587, 1132
358, 629, 586, 1149
359, 628, 586, 1136
360, 628, 586, 1136
361, 627, 586, 1142
362, 627, 586, 1146
363, 627, 586, 1153
364, 626, 586, 1140
365, 626, 586, 1152
366, 625, 586, 1144
367, 625, 586, 1156
368, 625, 586, 1149
369, 624, 586, 1138
370, 623, 586, 1146
371, 623, 586, 1144
372, 623, 586, 1140
373, 622, 586, 1133
374, 621, 586, 1127
375, 620, 586, 1132
376, 620, 586, 1139
377, 619, 587, 1131
378, 618, 587, 1127
379, 617, 587, 1128
380, 617, 587, 1135
381, 617, 587, 1128
382, 616, 587, 1125
383, 615, 587, 1126
384, 615, 587, 1137
385, 614, 587, 1129
386, 614, 587, 1133
387, 614, 588, 1127
388, 613, 587, 1131
389, 613, 587, 1136
390, 612, 588, 1130
391, 612, 588, 1137
392, 611, 588, 1132
393, 611, 588, 1145
394, 610, 588, 1131
395, 609, 588, 1135
396, 609, 588, 1148
397, 608, 588, 1134
398, 608, 588, 1137
399, 607, 588, 1138
400, 607, 588, 1139
401, 606, 588, 1132
402, 605, 588, 1139
403, 605, 588, 1139
404, 604, 588, 1132
405, 604, 587, 1148
406, 603, 587, 1135
407, 603, 587, 1135
408, 602, 587, 1133
409, 602, 587, 1140
410, 602, 587, 1141
411, 602, 587, 1144
412, 601, 587, 1135
413, 601, 587, 1126
414, 600, 587, 1129
415, 599, 587, 1129
416, 599, 587, 1143
417, 599, 587, 1149
418, 599, 587, 1135
419, 598, 587, 1130
420, 598, 587, 1145
421, 598, 587, 1136
422, 597, 587, 1126
423, 596, 587, 1128
424, 596, 587, 1138
425, 596, 587, 1121
426, 595, 587, 1114
427, 594, 587, 1129
428, 593, 587, 1138
429, 593, 587, 1145
430, 593, 587, 1141
431, 593, 587, 1136
432, 593, 587, 1130
433, 592, 587, 1130
434, 592, 587, 1139
435, 592, 587, 1132
436, 591, 588, 1133
437, 590, 588, 1124
438, 589, 588, 1141
439, 589, 588, 1141
440, 589, 588, 1140
441, 588, 588, 1133
